UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO
SC,ORLEANS,UNIDADE PADRE SANTOS SPRICIGO ESF,RUA RUI BARBOSA,10,CENTRO
SC,ORLEANS,UNIDADE SANTO ANTONIO ESF,RUA PROFESSOR PRAIA,S/N,ALTO PARANA
SC,ORLEANS,UNIDADE NOSSA SENHORA APARECIDA ESF,RUA VEREADOR AMERICO COMELI,52,INTERIOR
SC,ORLEANS,UNIDADE SAO FRANCISCO ESF,RUA JOAO FRANCISCO CARDOSO,57,NOVA ORLEANS
SC,ORLEANS,UNIDADE SAO DONATO ESF,RUA ALEXANDRE SANDRINI,S/N,CENTRO
SC,ORLEANS,UNIDADE SAO LUCAS,RUA JOAO THOMAZ DA SILVA,123,CENTRO
SC,ORLEANS,UNIDADE SANTA LUZIA ESF,RUA PROFESSORA OTILIA MENDES MAZZUCO,284,RIO BELO
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE SANTA CATARINA,OLINKRAFT,S/N,SANTA CATARINA
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE FATIMA 2,JUVENAL MACHADO DA SILVA,S/N,FATIMA
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE FATIMA 1,AV DO TRABALHADOR,S/N,FATIMA
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE NOVO MUNDO,RUA EVALDO COSTA AVILA,123,NOVO MUNDO
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE IGARAS,AV BEIRA RIO,S/N,IGARAS
SC,OTACILIO COSTA,UNIDADE BASICA DE SAUDE FUNDO DO CAMPO,ESTRADA GERAL FUNDO DO CAMPO,S/N,INTERIOR
SC,OURO,UNIDADE SANITARIA DE OURO,RUA GOVERNADOR JORGE LACERDA,1209,CENTRO
SC,OURO,POSTO DE SAUDE SANTA LUCIA,ZONA RURAL,S/N,DISTRITO DE SANTA LU
SC,OURO,UNIDADE DE SAUDE PARQUE JARDIM OURO,RUA 07 DE ABRIL,S/N,PARQUE JARDIM OURO
SC,OURO VERDE,UNIDADE SANITARIA SEDE OURO VERDE,RUA JOAO MARIA CONRADO,214,CENTRO
SC,PAIAL,UNIDADE SANITARIA SEDE DE PAIAL,AVENIDA JULIO BENDER,717,CENTRO
SC,PAINEL,UNIDADE CASA DE PEDRA,MAJOR JOSE SERAFIM,S/N,CENTRO
SC,PAINEL,UNIDADE SANITARIA CENTRAL DE PAINEL,MAJOR JOSE SERAFIM,0,CENTRO
SC,PALHOCA,CENTRO DE SAUDE PACHECOS,RUA JANUARIO PEREIRA DE LIMA,45,PACHECOS
SC,PALHOCA,CENTRO DE SAUDE PASSAGEM DO MACIAMBU,RUA EVADIO PAULO BROERING,S/N,PASSAGEM DO MACIAMBU
SC,PALHOCA,CENTRO DE SAUDE CAMBIRELA FURADINHO,RUA ARCANJO CANDIDO DA SILVA,756,PRAIA DE FORA
SC,PALHOCA,CENTRO DE SAUDE BARRA DO ARIRIU,RUA GENESIO FRANCISCO MARTINS,S/N,BARRA DO ARIRIU
SC,PALHOCA,CENTRO DE SAUDE VILA NOVA,RUA VIDEIRA,S/N,BARRA DO ARIRIU
SC,PALHOCA,CENTRO DE SAUDE MADRI,AV DAS TIPUANAS,S/N,LOT MADRI
SC,PALHOCA,CENTRO DE SAUDE PINHEIRA,SERVIDAO OLGA DA SILVA SILVEIRA,S/N,PINHEIRA
SC,PALHOCA,CENTRO DE SAUDE PASSA VINTE CAIC,RUA JOSE LEONIDIO VIEIRA,S/N,PASSA VINTE
SC,PALHOCA,CENTRO DE SAUDE MEDIO ARIRIU,RUA NELSON BALTAZAR SCHUTZ,S/N,ARIRIU
SC,PALHOCA,CENTRO DE SAUDE JARDIM ELDORADO,RUA VITOR MEIRELES,S/N,JARDIM ELDORADO
SC,PALHOCA,CENTRO DE SAUDE ARIRIU DA FORMIGA,RUA RAUL ANTONIO DA SILVA,S/N,ARIRIU DA FORMIGA
SC,PALHOCA,CENTRO DE SAUDE GUARDA DO CUBATAO,RUA SANTO ANJO DA GUARDA,1832,GUARDA DO CUBATAO
SC,PALHOCA,CENTRO DE SAUDE SAO SEBASTIAO,RUA DOS ACORES,213,SAO SEBASTIAO
SC,PALHOCA,CENTRO DE SAUDE ALTO ARIRIU,AV SAO CRISTOVAO,S/N,ALTO ARIRIU
SC,PALHOCA,CENTRO DE SAUDE FREI DAMIAO,RUA DAS PALMEIRAS,S/N,FREI DAMIAO
SC,PALHOCA,CENTRO DE SAUDE COHAB PONTE DO IMARUI,RUA 31 DE MARCO,S/N,PONTE DO IMARUI
SC,PALHOCA,CENTRO DE SAUDE RIO GRANDE,RUA GERAL DO RIO GRANDE,S/N,RIO GRANDE
SC,PALHOCA,CENTRO DE SAUDE BREJARU,RUA MONSENHOR ROBERTO LANDEL DE MOURA,S/N,BREJARU
SC,PALHOCA,CENTRO DE SAUDE PALHOCA CENTRAL UNIDADE MISTA CENTRAL,RUA AMARO FERREIRA DE MACEDO,180,CENTRO
SC,PALHOCA,CENTRO DE SAUDE BELA VISTA,RUA JOSE COSME PAMPLONA,1447,BELA VISTA
SC,PALHOCA,CENTRO DE SAUDE ENSEADA DE BRITO,RUA NOSSA SENHORA DO ROSARIO,S/N,ENSEADA DO BRITO
SC,PALMA SOLA,UNIDADE SANITARIA PRINCIPAL PS,RUA PEDRO MELLO DOS SANTOS,750,CENTRO
SC,PALMA SOLA,UNIDADE SANITARIA SECUNDARIA,DISTRITO CERRO AZUL,S/N,INTERIOR
SC,PALMEIRA,UNIDADE SANITARIA CENTRAL DE PALMEIRA,RUA ALZIRO XAVIER,1000,CENTRO
SC,PALMEIRA,UNIDADE DE SAUDE SAO SEBASTIAO,ESTRADA GERAL SAO SEBASTIAO,250,INRERIOR
SC,PALMEIRA,UNIDADE SANITARIA DE MATO ESCURO,INTERIOR,501,INTERIOR
SC,PALMEIRA,CENTRAL DE SAUDE,RUA ALZIRO XAVIER,80,CENTRO
SC,PALMITOS,POSTO DE SAUDE DIAMANTINA PALMITOS,DISTRITO DIAMANTINA,0,DISTRITO
SC,PALMITOS,POSTO DE SAUDE CENTRO DE PALMITOS II,OSWALDO CRUZ,110,CENTRO
SC,PALMITOS,UNIDADE BASICA DE SAUDE IRMANDO SCHAPPO,RUA PARANA,372,BAGATINI
SC,PALMITOS,POSTO DE SAUDE SEDE OLDENBURG PALMITOS,DISTRITO SEDE OLDENBURG,S/N,DISTRITO
SC,PALMITOS,POSTO DE SAUDE SANTA LUCIA,AVENIDA RIO BRANCO,799,DISTRITO SANTA LUCIA
SC,PALMITOS,POSTO DE SAUDE CENTRO DE PALMITOS,RUA OSWALDO CRUZ,110,CENTRO
SC,PAPANDUVA,PSF SAO CRISTOVAO,RUA ALBERTO FREDERICO FILHO,1,SAO CRISTOVAO
SC,PAPANDUVA,UNIDADE CENTRAL DE SAUDE,RUA JACOB SCHADECK,1207,CENTRO
SC,PAPANDUVA,PSF COHAB I,COHAB I,S/N,RONDINHA
SC,PAPANDUVA,PSF PINHAL,ESTRADA GERAL DO PINHAL,1,PINHAL
SC,PAPANDUVA,ESF SAO CRISTOVAO II,RUA ALBERTO FREDERICO FILHO,S/N,SAO CRISTOVAO
SC,PAPANDUVA,UNIDADE CENTRAL DE SAUDE PSF,RUA VEREADOR JOAO OTAVIO WUNSCHE,S/N,CENTRO
SC,PAPANDUVA,UNIDADE CENTRAL DE SAUDE ESF II,RUA JACOB SCHADECK,1207,CENTRO
SC,PARAISO,UNIDADE SANITARIA DE PARAISO,RUA DOS PINHEIROS,996,CENTRO
SC,PARAISO,POSTO DE SAUDE DA LINHA GRAPIA,LINHA GRAPIA,S/N,INTERIOR
SC,PASSO DE TORRES,UNIDADE CENTRAL DE PASSO DE TORRES,RUA NEREU RAMOS,126,CENTRO
SC,PASSO DE TORRES,UNIDADE DE SAUDE BELLATORRES,RUA DOS CORAIS,S/N,BELLATORRES
SC,PASSOS MAIA,UNIDADE SANITARIA DOM CARLOS,ESTRADA GERAL,S/N,DISTRITO DE DOM CARL
SC,PASSOS MAIA,POSTO DE SAUDE ZUMBI DOS PALMARES,ZUMBI,S/N,ZUMBI
SC,PASSOS MAIA,UNIDADE SANITARIA INDUMEL,ESTRADA GERAL,S/N,VILA INDUMEL
SC,PASSOS MAIA,POSTO DE SAUDE CARMELINDA CANCELLI TIRELLI,AV PADRE JOAO BOTERO,1411,CENTRO
SC,PASSOS MAIA,UNIDADE SANITARIA PASSOS MAIA,RUA ANGELO DALLA VECCHIA,49,CENTRO
SC,PAULO LOPES,UNIDADE SANITARIA LUCIA ELENA DOS SANTOS,RUA SANTA CATARINA,193,CENTRO
SC,PAULO LOPES,UNIDADE BASICA DE SAUDE SENEN MANOEL RODRIGUES,RUA BENEVENUTO JANUARIO,S/N,PENHA
SC,PAULO LOPES,POSTO DE SAUDE INACIO MANOEL PEREIRA,RUA MANOEL BERNARDINO DA SILVA,S/N,RIBEIRAO GRANDE
SC,PEDRAS GRANDES,UNIDADE SANITARIA CENTRAL,PADRE ANTONIO MARANGONI,88,CENTRO
SC,PEDRAS GRANDES,POSTO DE SAUDE RIBEIRAO D AREIA,ESTRADA GERAL RIBEIRAO D AREIA,S/N,RIBEIRAO DA AREIA
SC,PEDRAS GRANDES,POSTO DE SAUDE AZAMBUJA,ESTRADA GERAL,S/N,AZAMBUJA
SC,PEDRAS GRANDES,POSTO DE SAUDE PEDRINHAS,ESTRADA GERAL,S/N,PEDRINHAS
SC,PEDRAS GRANDES,POSTO DE SAUDE SAO JOAO,ESTRADA GERAL,S/N,SAO JOAO
SC,PEDRAS GRANDES,POSTO DE SAUDE CANELA GRANDE,ESTRADA GERAL,S/N,CANELA GRANDE
SC,PENHA,UNIDADE BASICA DE SAUDE DE SANTA LIDIA,RUA GERAL DE SANTA LIDIA,S/N,SANTA LIDIA
SC,PENHA,UNIDADE BASICA DE SAUDE DE ARMACAO DO ITAPOCOROI,RUA AUGUSTO OLIVEIRA,S/N,ARMACAO
SC,PENHA,UNIDADE BASICA DE SAUDE DE SAO CRISTOVAO,RUA GERAL DE SAO CRISTOVAO,S/N,SAO CRISTOVAO
SC,PENHA,UNIDADE BASICA DE SAUDE COHAB,RUA ANTONIO CARLOS RANGHETI,100,COHAB
SC,PENHA,CENTRO DE ATENCAO A MULHER E A CRIANCA,RUA JOAO VERISSIMO DA SILVA,45,CENTRO
SC,PENHA,UNIDADE BASICA DE SAUDE DE GRAVATA,RUA TIMOTEO FLORES,1515,GRAVATA
SC,PENHA,UNIDADE BASICA DE SAUDE MARISCAL,LORIVAL DE SOUZA,100,ARMACAO DO ITAPOCORO
SC,PENHA,UNIDADE BASICA DE SAUDE NOSSA SENHORA DE FATIMA,RUA DAS CASTANHEIRAS,100,NOSSA S DE FATIMA
SC,PENHA,UNIDADE BASICA DE SAUDE CENTRAL,RUA JOSE JOAQUIM TAVARES,40,CENTRO
SC,PERITIBA,UNIDADE SANITARIA GILBERTO LUIZ DALLEGRAVE,RUA FREI BONIFACIO,187,CENTRO
SC,PESCARIA BRAVA,UNIDADE BASICA DE SAUDE SANTIAGO,RODOVIA SC 437,S/N,SANTIAGO
SC,PESCARIA BRAVA,ESF BARREIROS,ESTRADA GERAL DE BARREIROS,S/N,BARREIROS
SC,PESCARIA BRAVA,UBS LARANJEIRAS,ESTRADA GERAL LARANJEIRAS,S/N,LARANJEIRAS
SC,PESCARIA BRAVA,ESF SERTAO DA ESTIVA,ESTRADA GERAL SERTAO DA ESTIVA,S/N,SERTAO DA ESTIVA
SC,PESCARIA BRAVA,ESF KM 37,RODOVIA SC 437 KM 08,S/N,KM 37
SC,PETROLANDIA,UNIDADE SANITARIA SEDE,RUA PASTOR MICHALOWSKI,S/N,CENTRO
SC,PETROLANDIA,UNIDADE DE SAUDE RIO ANTINHAS,RUA WEBER,S/N,RIO ANTINHAS
SC,PINHALZINHO,UNIDADE BASICA DE SAUDE OTILIA BRUISMA,AVENIDA MATO GROSSO,3050,PIONEIRO
SC,PINHALZINHO,UNIDADE BASICA DE SAUDE PREFEITO ALEXANDRE GRANDO,RUA GASPAR BRUM,86,MARIA TEREZINHA
SC,PINHALZINHO,POLICLINICA CENTRAL ARTHUR BARTOLOMEU FIORINI,RUA PARANA,183,SANTO ANTONIO
SC,PINHALZINHO,POLICLINICA II DR PEDRO PAULINO BURIGO,AVENIDA EMANUEL KLAUCK,443,SAO JOSE OPERARIO
SC,PINHALZINHO,UNIDADE BASICA DE SAUDE IRMA HILDEGART KARLING,RUA DEMETRIO BRANCHER,513,DIVINEIA
SC,PINHEIRO PRETO,UNIDADE DE SAUDE DE PINHEIRO PRETO,AV MARECHAL COSTA E SILVA,111,CENTRO
SC,PIRATUBA,POSTO DE SAUDE LAGEADO MARIANO,LINHA LAGEADO MARIANO,S/N,INTERIOR
SC,PIRATUBA,UNIDADE SANITARIA DE PIRATUBA,AVENIDA 18 DE FEVEREIRO,309,CENTRO
SC,PLANALTO ALEGRE,UNIDADE SANITARIA SEDE DE PLANALTO ALEGRE,RUA NOVE DE JULHO,274,CENTRO
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA ROSITA ZIMMER,RUA FREDERICO BLANK,199,RIBEIRAO AREIA
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA DR HORST WILHELM BERNHARDT,RUA XV DE NOVEMBRO,9535,TESTO CENTRAL
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA CARLOS RAMTHUN,RUA LEOPOLDO BLAESE,525,POMERODE FUNDOS
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA AMANDA REINKE,RUA DR WUNDERWALD,1707,WUNDERWALD
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA RICARDO JUNG,RUA ARNO WEEGE,82,CENTRO
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA VOLLRAD LAEMMEL,QUINZE DE NOVEMBRO,10285,TESTO CENTRAL
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA BENEDICKT WOLLECK,RUA KARL GUENTHER,585,RIBEIRAO CLARA
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA JANE MERI SIEBERT FERNANDES,RUA PRESIDENTE COSTA E SILVA,1786,TESTO REGA
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA EDGAR LIESENBERG,RUA MORRO STRASSMANN,1241,TESTO REGA
SC,POMERODE,UNIDADE DE SAUDE DA FAMILIA NELSON RIEMER,RUA TESTO ALTO,4055,TESTO ALTO
SC,PONTE ALTA,UNIDADE SANITARIA VILA NOVA DE PONTE ALTA,BRANDEIRANTES,915,VILA NOVA
SC,PONTE ALTA,UNIDADE SANITARIA CERRO VERDE,CERRO VERDE,565,CERRO VERDE INTERIOR
SC,PONTE ALTA,UNIDADE SANITARIA CERRADO DE PONTE ALTA,CERRADO,789,CERRADO
SC,PONTE ALTA,UNIDADE SANITARIA CENTRAL DE PONTE ALTA,BARAO DE RIO BRANCO,134,CENTRO
SC,PONTE ALTA DO NORTE,UNIDADE SANIT PONTE ALTA DO NORTE,RUA JOAO LAUREANO CARRARO,S/N,SAO SEBASTIAO
SC,PONTE ALTA DO NORTE,PROGRAMA MUN SAUDE BUCAL,RUA LAUREANO JOAO CARRARO,S/N,SAO SEBASTIAO
SC,PONTE ALTA DO NORTE,UNIDADE DE SAUDE LOTEAMENTO PEREIRA,LEOVEGILDO BOAVENTURA,S/N,LOTEAMENTO PEREIRA
SC,PONTE SERRADA,UNIDADE SANITARIA SINDICATO,MARECHAL FLORIANO,S/N,CENTRO
SC,PONTE SERRADA,POSTO DE SAUDE BELA VISTA,RODOZINDO PAVAN,S/N,BELA VISTA
SC,PONTE SERRADA,PROGRAMA DA SAUDE DA FAMILIA 01,ADEMAR JOSE RAUBER,S/N,COHAB
SC,PONTE SERRADA,UNIDADE SANITARIA SEDE,TRES DE MAIO,195,CENTRO
SC,PONTE SERRADA,POSTO DE SAUDE CTG POUSO DOS TROPEIROS,ESTRADA GERAL,S/N,CTG
SC,PORTO BELO,UNIDADE BASICA DE SAUDE PEDRO TOMAZONI,RUA MANOEL IRINEU DA SILVA,152,SANTA LUZIA
SC,PORTO BELO,UNIDADE BASICA DE SAUDE VARLINDA NECKEL DE SOUZA,RUA MARIO PADILHA,S/N,PEREQUE
SC,PORTO BELO,UNIDADE BASICA DE SAUDE CENTRAL,AVENIDA GOVERNADOR CELSO RAMOS,2400,CENTRO
SC,PORTO BELO,UNIDADE BASICA DE SAUDE MANOEL JOSE DOMINGOS,ANTONIO JOSE DE AQUINO,S/N,ARACA
SC,PORTO BELO,UNIDADE BASICA DE SAUDE MAURO JOAO JAQUES,MANOEL MACHADO,S/N,VILA NOVA
SC,PORTO BELO,UNIDADE BASICA DE SAUDE CAROLINA RAMOS,RUA SAO PEDRO,S/N,PEREQUE
SC,PORTO BELO,UNIDADE BASICA DE SAUDE VIRGINIA TOMASONI DALSENTER,AV JOSE NEOLI CRUZ,S/N,ALTO PEREQUE
SC,PORTO BELO,UNIDADE BASICA DE SAUDE JOAO TOMAZ AMBROSIO,ESTRADA GERAL SERTAO DE SANTA LUZIA,100,SERTAO SANTA LUZIA
SC,PORTO UNIAO,UNIDADE SANITARIA SAO PEDRO,RUA LEOBERTO LEAL,278,SAO PEDRO
SC,PORTO UNIAO,UNIDADE SANITARIA JARDIM BELA VISTA,RUA ALEMANHA,1,JARDIM BELA VISTA
SC,PORTO UNIAO,UNIDADE SANITARIA CIDADE NOVA E CENTRO,RUA JOAQUIM NABUCO,244,CIDADE NOVA
SC,PORTO UNIAO,UNIDADE SANITARIA AREA INDUSTRIAL,RUA ADAO MIBACH,S/N,AREA INDUSTRIAL
SC,PORTO UNIAO,UNIDADE SANITARIA BOM PRINCIPIO,RUA GERAL,S/N,BOM PRINCIPIO
SC,PORTO UNIAO,UNIDADE PRISIONAL AVANCADA DE PORTO UNIAO,RUA MATOS COSTA,772,CENTRO
SC,PORTO UNIAO,UNIDADE SANITARIA SAO BERNARDO DO CAMPO,RUA FREI CANISIO,S/N,SAO BERNARDO DO CAMP
SC,PORTO UNIAO,UNIDADE SANITARIA JANGADA,RUA GERAL,S/N,JANGADA
SC,PORTO UNIAO,UNIDADE SANITARIA SAO MIGUEL,RUA GERAL,S/N,SAO MIGUEL DA SERRA
SC,PORTO UNIAO,UNIDADE SANITARIA SANTA CRUZ DO TIMBO,RUA 24 DE MAIO,S/N,SANTA CRUZ DO TIMBO
SC,PORTO UNIAO,UNIDADE SANITARIA VICE KING,AVENIDA JOAO PESSOA,4695,VICE KING
SC,PORTO UNIAO,UNIDADE SANITARIA SANTA MARIA,RUA GERAL,S/N,SANTA MARIA
SC,PORTO UNIAO,UNIDADE SANITARIA RIO BONITO,RUA GERAL,S/N,RIO BONITO
SC,PORTO UNIAO,UNIDADE SANITARIA SANTA ROSA,RUA FRANCISCO DE PAULA DIAS,82,SANTA ROSA
SC,POUSO REDONDO,UNIDADE BASICA DE SAUDE WILLI TOMIO POMBINHAS,BR 470,S/N,POMBINHAS
SC,POUSO REDONDO,UNIDADE BASICA DE SAUDE PROGRESSO II,AVENIDA ARI VERDI,S/N,CENTRO
SC,POUSO REDONDO,UNIDADE DE SAUDE PSF CENTRO I E II,AV ARI VERDI,S/N,CENTRO
SC,POUSO REDONDO,UNIDADE BASICA DE SAUDE ANTONIO LORENZETTI ATERRADO,RUA FORTUNADO FRONZA,S/N,DISTRITO DE ATERRADO
SC,POUSO REDONDO,UNIDADE BASICA DE SAUDE PSF BAIRRO PROGRESSO,RUA ELLA STAHMER,12,PROGRESSO
SC,POUSO REDONDO,UNIDADE BASICA DE SAUDE CORRUCHEL,AVENIDA ARI VERDI,S/N,CENTRO
SC,PRAIA GRANDE,POSTO DE SAUDE MAE DOS HOMENS,ESTRADA GERAL MAE DOS HOMENS,S/N,MAE DOS HOMENS
SC,PRAIA GRANDE,UNIDADE DE SAUDE CACHOEIRA PSF,ESTRADA GERAL CACHOEIRA,S/N,CACHOEIRA
SC,PRAIA GRANDE,UNIDADE DE SAUDE CENTRAL,RUA PADRE HUMBERTO OENING,S/N,CENTRO
SC,PRESIDENTE CASTELLO BRANCO,UNIDADE SANITARIA DE PRESIDENTE CASTELLO BRANCO,AVENIDA 17 DE FEVEREIRO,374,CENTRO
SC,PRESIDENTE GETULIO,POSTO DE SAUDE SERRA VENCIDA,SERRA VENCIDA,0,SERRA VENCIDA
SC,PRESIDENTE GETULIO,ESF PINHEIRO,RUA RUDOLFO HAERTEL,S/N,PINHEIRO
SC,PRESIDENTE GETULIO,ESF MIRADOR,ESTRADA GERAL,S/N,MIRADOR DISTRITO
SC,PRESIDENTE GETULIO,ESF NITEROI,ROLAND BAHR,57,NITEROI
SC,PRESIDENTE GETULIO,POSTO DE SAUDE SERRA DOS INDIOS,SERRA DOS INDIOS,0,SERRA DOS INDIOS
SC,PRESIDENTE GETULIO,ESF RIO FERRO,RUA ABEL CEOLA,611,RIO FERRO
SC,PRESIDENTE GETULIO,UNIDADE SANITARIA ESF CENTRO 2,LUIZ RIGO,S/N,CENTRO
SC,PRESIDENTE NEREU,UNIDADE DE SAUDE ADILCIO DA SILVA,RUA JOAO XXIII,560,CENTRO
SC,PRINCESA,UNIDADE SANITARIA DE PRINCESA,RUA SETE DE SETEMBRO,605,CENTRO
SC,QUILOMBO,UNIDADE ESF VILA GAUCHA,LINHA VILA GAUCHA,S/N,VILA GAUCHA
SC,QUILOMBO,UNIDADE ESF SALTO SAUDADES,SANTO ANGELO,551,CENTRO
SC,QUILOMBO,UNIDADE SANITARIA SEDE,RUA JOACABA,35,CENTRO
SC,QUILOMBO,UNIDADE ESF SANTA INES,RUA QUIRINO BODANESE,0,SANTA INES
SC,RANCHO QUEIMADO,CENTRO DE SAUDE RANCHO QUEIMADO,RUA DONA LIA,156,CENTRO
SC,RANCHO QUEIMADO,CENTRO DE SAUDE TAQUARAS,PRACA TEOFILO SCHUTZ,S/N,TAQUARAS
SC,RIO DAS ANTAS,UNIDADE SANITARIA DE RIO DAS ANTAS,JACOB WILLIBALDO HARTMANN,S/N,CENTRO
SC,RIO DAS ANTAS,POSTO DE SAUDE DE IPOMEIA,RUA DONA ELIZABETH,S/N,CENTRO
SC,RIO DO CAMPO,UNIDADE SANITARIA CENTRO,RUA CORNELIUS KNIEBELER,486,CRUZEIRO
SC,RIO DO CAMPO,UNIDADE SANITARIA SERRA DO MIRADOR,ESTRADA GERAL,S/N,SERRA DO MIRADOR
SC,RIO DO CAMPO,UNIDADE SANITARIA DO TAIOZINHO,ESTRADA GERAL,S/N,TAIOZINHO
SC,RIO DO CAMPO,UNIDADE SANITARIA DE RIO DA PRATA,RIO DA PRATA,S/N,RIO DA PRATA
SC,RIO DO OESTE,UNIDADE SANITARIA CENTRO,RUA PAULO SARDAGNA,865,CENTRO
SC,RIO DO OESTE,UNIDADE BASICA DE SAUDE ESF 3,ESTRADA GERAL,S/N,TOCA GRANDE
SC,RIO DO OESTE,ESF CENTRO 2,RUA PAULO SARDAGNA,2,CENTRO
SC,RIO DOS CEDROS,UNIDADE DE SAUDE CENTRO RIO DOS CEDROS,AVENIDA TIRADENTES,S/N,CENTRO
SC,RIO DOS CEDROS,ESF SAO JOSE 03,AV ANSELMO LEITEMPERGHER,S/N,RIO ADA
SC,RIO DOS CEDROS,ESF CRUZEIRO 04,RUA AMAZONAS,S/N,CRUZEIRO
SC,RIO DOS CEDROS,ESF RIO ROSINA 01,ESTRADA GERAL RIO ROSINA,S/N,RIO ROSINA
SC,RIO DOS CEDROS,ESF CENTRO 02,AVENIDA TIRADENTES,349,CENTRO
SC,RIO DO SUL,PSF BELA ALIANCA,RUA JULIO SCHLUP,300,BELA ALIANCA
SC,RIO DO SUL,PSF SANTANA,RUA ANA NERY,42,SANTANA
SC,RIO DO SUL,NASF 1 EQUIPE 2,RUA TUIUTI,154,CENTRO
SC,RIO DO SUL,PSF PROGRESSO,ESTRADA SAO BENTO,S/N,PROGRESSO
SC,RIO DO SUL,PSF BARRAGEM CAIC,ESTRADA DA MADEIRA,S/N,BARRAGEM
SC,RIO DO SUL,PSF BOA VISTAEUGENIO SCHNEIDER,RUA GOIANIA ESQUINA COM RUA CHAPECO,S/N,BOA VISTA
SC,RIO DO SUL,CENTRO DE TESTAGEM E ACONSELHAMENTO CTA,TUIUTI,10,CENTRO
SC,RIO DO SUL,PSF CANTA GALO,RUA WENCESLAU BORINI,706,CANTA GALO
SC,RIO DO SUL,PSF SANTA RITA,RUA EUGENIO MARCHI,S/N,SANTA RITA
SC,RIO DO SUL,PSF LARANJEIRAS,RUA XV DE NOVEMBRO,S/N,LARANJEIRAS
SC,RIO DO SUL,CENTRO DE ATENDIMENTO A MULHER,RUA ANA NERY,54,SANTANA
SC,RIO DO SUL,PSF RAINHA,WILAND KURTH,S/N,RAINHA
SC,RIO DO SUL,EQUIPE DE SAUDE NO SISTEMA PRISIONAL,ESTRADA GERAL SERRA CANOAS,1,FUNDO CANOAS
SC,RIO DO SUL,PSF PAMPLONA,CAMARA JUNIOR,S/N,PAMPLONA
SC,RIO DO SUL,PSF TABOAO,RUA JOAO LEDRA,S/N,TABOAO
SC,RIO DO SUL,PSF BREMER NAVEGANTES,RUA TOCANTINS,300,H BREHMER
SC,RIO DO SUL,PACS CANOASPAMPLONA,RUA TUIUTI,154,CENTRO
SC,RIO DO SUL,PSF BARRA DO TROMBUDO,RUA CLEMENTE DEMARCH,S/N,BARRA DO TROMBUDO
SC,RIO DO SUL,PSF BUDAG,RUA VITOR MEIRELES,586,BUDAG
SC,RIO DO SUL,PSF FUNDO CANOAS,RUA PAPA JOAO XXIII,S/N,FUNDO CANOAS
SC,RIO DO SUL,NASF1 RIO DO SUL,RUA TUIUTI,154,CENTRO
SC,RIO DO SUL,PSF CANOAS,RUA DOM PEDRO II,S/N,CANOAS
SC,RIO FORTUNA,U SANITARIA DE RIO FORTUNA,R PADRE HADEMACKER,195,CENTRO
SC,RIO NEGRINHO,UNIDADE DE SAUDE CAMPO LENCOL,RUA JOSE KINGERSKI,S/N,CAMPO LENCOL
SC,RIO NEGRINHO,UNIDADE DE SAUDE SAO RAFAEL,RUA FREDERICO VOGHT,S/N,SAO RAFAEL
SC,RIO NEGRINHO,UNIDADE DE SAUDE QUITANDINHA,RUA DONA FRANCISCA,3166,QUITANDINHA
SC,RIO NEGRINHO,POSTO DE ATENDIMENTO MEDICO POCINHO,ESTRADA PRINCIPAL,S/N,LOC POCINHO
SC,RIO NEGRINHO,UNIDADE DE SAUDE CRUZEIRO,AFONSO MULLER,S/N,CRUZEIRO
SC,RIO NEGRINHO,UNIDADE DE SAUDE VOLTA GRANDE,PASCHOALINO BUONACCORSO,332,DISTRITO VOLTA GRAND
SC,RIO NEGRINHO,POSTO DE ATENDIMENTO MEDICO CERRO AZUL,ESTRADA PRINCIPAL,S/N,CERRO AZUL
SC,RIO NEGRINHO,UNIDADE DE SAUDE VISTA ALEGRE,TIBURCIO DE CARVALHO,S/N,VISTA ALEGRE
SC,RIO NEGRINHO,UNIDADE DE SAUDE SAO PEDRO,DONA FRANCISCA,S/N,SAO PEDRO
SC,RIO NEGRINHO,CENTRO INTEGRADO DE SAUDE,AV RICHARD S DE ALBUQUERQUE,40,CENTRO
SC,RIO NEGRINHO,UNIDADE DE SAUDE JARDIM HANTSCHEL,AVENIDA JOSE HANTSCHEL,566,JARDIM HANTSCHEL
SC,RIO NEGRINHO,UNIDADE DE SAUDE VILA NOVA,CARLOS SPEICHER,S/N,VILA NOVA
SC,RIO NEGRINHO,POSTO DE ATENDIMENTO MEDICO RIO DAS PEDRAS,ESTRADA GERAL,S/N,LOC RIO DAS PEDRAS
